Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
1186,180,Ainceer,Enternauta,955,894,White,955,White,True,36.5,63.45,77.49,72.26,39.45,8,9,1,2,5,2,10,2,58.34,74.1,42.83,58.07,10,7,0,3,1,2,13,1,63.45,77.49,72.26,39.45,8,9,1,2,5,2,10,2
1187,180,Ainceer,GUTIALE14,964,970,White,964,White,True,32.5,72.96,89.21,48.72,80.96,12,6,2,2,5,0,6,1,79.36,78.77,80.12,79.18,12,9,2,1,2,2,4,0,72.96,89.21,48.72,80.96,12,6,2,2,5,0,6,1
1188,180,Ainceer,ramont78,971,908,White,971,White,True,40.5,73.3,91.26,63.92,64.05,8,18,1,3,2,1,8,1,56.18,82.13,40.18,44.25,7,10,3,2,1,1,16,1,73.3,91.26,63.92,64.05,8,18,1,3,2,1,8,1
1189,180,Alexander1839,Ainceer,976,963,Black,963,White,False,11.5,84.3,89.05,97.25,66.6,5,4,0,0,1,2,0,2,81.54,83.98,91.61,64.84,4,4,1,0,0,1,1,2,81.54,83.98,91.61,64.84,4,4,1,0,0,1,0,2
1190,180,steverino3838,Ainceer,936,971,Black,971,Black,True,25.0,65.88,94.52,54.38,45.16,10,3,0,2,3,0,7,2,68.5,79.6,70.7,53.81,9,3,2,1,2,3,5,2,68.5,79.6,70.7,53.81,9,3,2,1,2,3,7,2
1191,180,corajr,Ainceer,985,980,Black,980,Black,True,6.0,94.22,100.0,87.77,94.88,3,2,0,1,0,0,0,1,66.13,100.0,56.6,41.78,3,0,0,0,1,0,2,2,66.13,100.0,56.6,41.78,3,0,0,0,1,0,0,2
1192,180,Ainceer,RebMendel,989,999,White,989,White,True,19.5,80.51,83.45,84.2,72.77,7,8,1,0,0,0,4,2,74.71,77.55,97.56,48.54,5,6,2,0,2,0,4,2,80.51,83.45,84.2,72.77,7,8,1,0,0,0,4,2
1193,180,mamelin,Ainceer,977,981,Black,981,White,False,32.5,82.29,85.67,92.3,68.89,16,6,2,1,4,1,3,2,69.92,77.88,63.83,67.85,13,6,1,0,1,5,6,1,69.92,77.88,63.83,67.85,13,6,1,0,1,5,3,1
1194,180,dikimaru,Ainceer,924,988,Black,988,Black,True,15.0,51.34,91.14,55.93,6.94,2,4,0,0,2,0,7,2,74.62,85.94,62.38,75.52,6,3,0,1,1,2,2,1,74.62,85.94,62.38,75.52,6,3,0,1,1,2,7,1
1195,180,Ainceer,ravjo11,980,1015,White,980,Black,False,19.0,64.71,82.4,62.45,46.32,4,5,2,1,1,0,6,2,53.39,61.78,70.37,26.62,4,4,0,0,2,1,8,2,64.71,82.4,62.45,46.32,4,5,2,1,1,0,6,2
1196,180,mehmetTry,Ainceer,985,972,Black,972,White,False,20.5,60.26,80.67,51.67,48.44,7,2,0,1,3,2,6,2,46.44,59.22,24.9,56.66,5,1,0,2,1,2,9,1,46.44,59.22,24.9,56.66,5,1,0,2,1,2,6,1
1197,180,Ainceer,Sam4505,980,945,White,980,White,True,45.5,66.93,83.6,75.26,40.8,13,9,4,2,4,3,11,2,58.47,66.86,67.66,40.9,14,7,2,2,1,2,17,2,66.93,83.6,75.26,40.8,13,9,4,2,4,3,11,2
1198,180,Ainceer,khinnyolay,972,998,White,972,Black,False,9.0,86.02,95.82,95.58,66.67,2,5,1,0,0,0,1,2,93.33,87.46,96.0,96.52,2,4,2,0,1,0,0,0,86.02,95.82,95.58,66.67,2,5,1,0,0,0,1,2
1199,180,Ainceer,parkerfleming,979,934,White,979,White,True,15.0,75.91,92.57,65.14,70.01,4,6,0,0,2,0,3,1,48.12,62.51,41.84,40.0,4,1,1,0,1,1,7,2,75.91,92.57,65.14,70.01,4,6,0,0,2,0,3,1
1200,180,Ainceer,David_Gulubu,987,952,White,987,White,True,16.5,76.47,97.6,57.04,74.44,5,5,2,0,1,1,3,1,69.95,75.46,73.28,60.0,4,4,1,0,2,2,3,2,76.47,97.6,57.04,74.44,5,5,2,0,1,1,3,1
1201,180,DiegoRosales,Ainceer,991,979,Black,979,White,False,35.5,62.91,74.38,43.08,71.27,10,8,0,2,2,2,12,1,73.72,84.0,78.6,57.18,11,8,5,1,2,2,6,2,73.72,84.0,78.6,57.18,11,8,5,1,2,2,12,2
1202,180,zgzgzk,Ainceer,940,986,Black,986,Black,True,43.0,78.08,75.09,85.71,73.65,18,11,1,3,1,2,7,2,82.58,94.99,58.31,93.55,24,8,0,2,2,2,5,1,82.58,94.99,58.31,93.55,24,8,0,2,2,2,7,1
1203,180,tpichess,Ainceer,965,977,Black,977,White,False,12.5,85.94,91.45,89.54,75.46,6,2,3,0,1,0,1,2,70.78,99.19,62.24,50.92,3,4,1,0,1,0,3,2,70.78,99.19,62.24,50.92,3,4,1,0,1,0,1,2
1204,180,Ainceer,Adversis,967,917,White,967,Black,False,14.0,75.61,85.3,80.35,57.56,2,4,2,2,1,2,1,2,90.95,96.88,97.84,74.92,5,8,0,0,0,0,1,2,75.61,85.3,80.35,57.56,2,4,2,2,1,2,1,2
1205,180,vincent91740,Ainceer,1005,976,Black,976,Black,True,48.0,66.58,71.33,58.68,69.72,17,8,3,1,4,1,14,1,81.38,95.4,66.22,82.52,21,12,1,2,4,2,6,1,81.38,95.4,66.22,82.52,21,12,1,2,4,2,14,1
1206,180,Ainceer,Borf,983,944,White,983,White,True,28.0,58.41,88.59,24.21,59.07,8,4,3,2,0,1,10,1,52.61,85.56,24.09,44.51,7,6,0,2,0,0,13,1,58.41,88.59,24.21,59.07,8,4,3,2,0,1,10,1
1207,180,Borf,Ainceer,937,990,Black,990,Black,True,71.0,71.87,75.99,61.65,78.23,27,13,4,3,5,5,14,1,73.35,73.29,75.31,71.38,26,17,3,3,4,4,14,2,73.35,73.29,75.31,71.38,26,17,3,3,4,4,14,2
1208,180,kiter666cole2,Ainceer,990,998,Black,998,Black,True,39.0,70.6,58.99,56.69,96.13,18,5,0,5,0,0,11,1,63.24,51.08,61.94,76.68,14,5,1,3,3,0,13,0,63.24,51.08,61.94,76.68,14,5,1,3,3,0,11,0
1209,180,Ainceer,tomislavototti,1005,947,White,1005,White,True,35.5,66.23,63.91,67.39,67.39,9,9,3,1,4,0,10,0,78.02,54.07,94.48,86.19,17,5,2,1,4,1,5,0,66.23,63.91,67.39,67.39,9,9,3,1,4,0,10,0
1210,180,Ainceer,Maciey98,1013,994,White,1013,White,True,42.5,76.94,79.1,74.75,76.8,19,11,1,0,3,1,8,1,58.5,60.12,46.59,68.79,14,5,2,1,3,3,14,1,76.94,79.1,74.75,76.8,19,11,1,0,3,1,8,1
1211,180,Ainceer,sametozcan,1020,957,White,1020,White,True,50.5,67.34,64.64,70.02,67.37,14,12,3,1,5,4,12,0,68.09,67.81,56.71,80.49,21,6,2,2,2,5,12,1,67.34,64.64,70.02,67.37,14,12,3,1,5,4,12,0
1212,180,Ainceer,P0L4R15,1012,1037,White,1012,Black,False,63.0,86.89,79.92,87.01,93.73,31,17,4,2,3,1,5,0,80.02,71.41,84.89,83.76,23,17,5,1,8,1,8,0,86.89,79.92,87.01,93.73,31,17,4,2,3,1,5,0
1213,180,gavmac3,Ainceer,1053,1021,Black,1021,Black,True,11.0,63.05,94.21,50.4,38.36,4,2,1,0,0,0,4,2,63.72,58.24,66.99,66.67,4,2,0,1,0,0,4,0,63.72,58.24,66.99,66.67,4,2,0,1,0,0,4,0
1214,180,rmg11,Ainceer,1046,1030,Black,1030,Black,True,20.0,77.39,99.35,65.19,66.0,6,8,0,2,0,0,4,1,73.91,94.51,53.98,73.14,7,4,0,2,2,2,3,1,73.91,94.51,53.98,73.14,7,4,0,2,2,2,4,1
1215,180,Ainceer,black2605,1038,1003,White,1038,White,True,11.5,90.1,96.42,83.51,90.37,2,6,2,0,2,0,0,1,60.18,90.42,59.83,20.32,0,4,1,0,3,0,3,2,90.1,96.42,83.51,90.37,2,6,2,0,2,0,0,1
1216,180,joseph_the_epi,Ainceer,1019,1046,Black,1046,Black,True,20.0,66.36,87.73,58.31,50.81,6,5,0,1,1,1,6,2,84.72,98.29,71.34,84.51,10,6,1,0,0,0,3,1,84.72,98.29,71.34,84.51,10,6,1,0,0,0,6,1
1217,180,Ainceer,eliasyas,1055,1070,White,1055,White,True,23.5,77.11,96.36,80.23,54.73,6,9,3,0,1,0,5,2,82.59,91.97,91.14,62.08,10,5,3,0,1,2,2,2,77.11,96.36,80.23,54.73,6,9,3,0,1,0,5,2
1218,180,user0719,Ainceer,988,1062,Black,1062,Black,True,63.0,68.87,68.17,66.44,71.99,20,13,4,5,1,4,16,1,69.14,62.72,74.26,70.45,24,10,5,2,3,3,16,0,69.14,62.72,74.26,70.45,24,10,5,2,3,3,16,0
1219,180,juceup,Ainceer,1091,1054,Black,1054,White,False,26.5,76.71,82.59,68.95,78.6,9,9,1,1,1,1,5,1,69.27,80.37,61.51,65.52,8,6,1,1,2,3,5,1,69.27,80.37,61.51,65.52,8,6,1,1,2,3,5,1
1220,180,Ainceer,ankitsingh65,1047,1111,White,1047,Black,False,35.0,62.98,70.12,51.4,67.82,6,10,2,2,2,4,9,1,60.53,76.42,55.51,48.68,8,5,5,1,1,4,11,2,62.98,70.12,51.4,67.82,6,10,2,2,2,4,9,1
1221,180,bg0203,Ainceer,1048,1039,Black,1039,White,False,47.5,70.0,67.53,66.9,75.58,19,8,0,3,6,2,10,1,74.72,77.52,71.03,75.68,19,14,0,1,1,2,10,1,74.72,77.52,71.03,75.68,19,14,0,1,1,2,10,1
1222,180,zain234,Ainceer,994,1046,Black,1046,Black,True,37.0,69.44,78.01,62.92,66.67,18,4,1,1,2,1,10,1,72.69,76.61,66.16,74.98,12,12,1,1,2,1,8,1,72.69,76.61,66.16,74.98,12,12,1,1,2,1,10,1
1223,180,Ainceer,fadelmuhammad,1053,992,White,1053,White,True,56.5,70.18,64.44,64.16,81.94,12,15,8,4,4,1,13,1,67.5,53.66,68.05,81.52,16,14,2,2,4,4,14,0,70.18,64.44,64.16,81.94,12,15,8,4,4,1,13,1
1224,180,KetjowZiomal,Ainceer,1048,1045,Black,1045,White,False,30.5,72.03,97.75,61.85,53.93,11,6,2,2,0,4,6,2,73.38,74.64,84.35,61.15,13,5,1,2,1,3,5,2,73.38,74.64,84.35,61.15,13,5,1,2,1,3,6,2
1225,180,Ainceer,nettooranchess,1054,1076,White,1054,White,True,13.5,75.56,98.6,72.94,50.04,4,6,0,0,1,0,3,2,78.56,95.37,79.64,56.47,2,5,3,0,0,1,2,2,75.56,98.6,72.94,50.04,4,6,0,0,1,0,3,2
1226,180,Ainceer,Wallgt,1062,1046,White,1062,White,True,40.5,64.1,74.71,56.1,61.29,11,8,2,3,2,5,10,1,65.72,78.96,51.27,65.91,8,11,3,1,5,2,10,1,64.1,74.71,56.1,61.29,11,8,2,3,2,5,10,1
1227,180,Ainceer,ethanterris68,1069,1031,White,1069,White,True,11.5,89.69,96.42,78.25,94.4,4,4,3,0,0,0,1,1,64.76,90.42,27.32,80.48,0,5,1,0,2,0,3,1,89.69,96.42,78.25,94.4,4,4,3,0,0,0,1,1
1228,180,eltonshaba,Ainceer,1047,1060,Black,1060,White,False,24.5,69.67,79.59,63.35,64.83,10,3,2,1,2,1,6,1,50.23,77.89,59.55,13.25,6,3,1,0,3,1,10,2,50.23,77.89,59.55,13.25,6,3,1,0,3,1,6,2
1229,180,American_Eagle,Ainceer,1020,1067,Black,1067,Black,True,36.5,66.0,68.17,53.21,76.43,14,5,3,1,2,1,11,1,77.27,87.73,67.93,76.15,12,10,2,1,2,4,5,1,77.27,87.73,67.93,76.15,12,10,2,1,2,4,11,1
1230,180,Ainceer,Leszkogergo,1060,1113,White,1060,Black,False,50.0,78.71,82.1,81.1,72.59,18,17,0,2,3,2,8,2,76.92,71.3,77.75,82.0,23,8,2,5,1,2,9,0,78.71,82.1,81.1,72.59,18,17,0,2,3,2,8,2
1231,180,Ainceer,NeysanFoo,1053,1094,White,1053,Black,False,26.0,70.53,95.37,61.72,52.5,8,6,2,2,1,1,6,2,66.84,71.23,50.77,79.97,7,5,4,1,0,2,7,1,70.53,95.37,61.72,52.5,8,6,2,2,1,1,6,2
1232,180,SrajanSrivastava,Ainceer,1011,1060,Black,1060,Black,True,35.0,59.61,78.64,43.19,56.76,11,3,2,2,2,5,10,1,66.77,82.78,57.28,59.67,13,5,2,1,4,1,9,1,66.77,82.78,57.28,59.67,13,5,2,1,4,1,10,1
1233,180,Ainceer,Ravibla,1070,1136,White,1070,White,True,24.5,52.65,58.25,36.49,62.5,5,5,0,3,1,1,10,1,47.88,35.88,46.89,60.89,7,1,2,1,1,1,11,0,52.65,58.25,36.49,62.5,5,5,0,3,1,1,10,1
1234,180,Vivoul49,Ainceer,1026,1061,Black,1061,White,False,64.5,67.98,69.1,62.02,73.04,22,10,5,3,5,5,15,1,64.98,62.84,62.05,70.16,26,8,0,1,7,4,18,1,64.98,62.84,62.05,70.16,26,8,0,1,7,4,15,1
1235,180,WoidWoife,Ainceer,1059,1053,Black,1053,White,False,13.0,84.8,90.4,84.39,78.23,5,3,1,1,2,1,0,2,80.14,89.88,91.62,56.48,7,2,0,1,0,1,2,2,80.14,89.88,91.62,56.48,7,2,0,1,0,1,0,2
1236,180,Ainceer,Nando1790,1061,1062,White,1061,White,True,21.0,75.66,94.53,89.6,42.86,7,7,2,0,0,0,5,2,63.28,84.94,90.6,14.29,6,6,1,0,1,0,7,2,75.66,94.53,89.6,42.86,7,7,2,0,0,0,5,2
1237,180,Ainceer,gfrancisco,1052,1035,White,1052,Black,False,29.0,76.49,88.41,80.34,58.98,14,6,2,0,0,1,6,2,64.37,78.26,53.79,60.68,7,7,4,0,1,1,9,1,76.49,88.41,80.34,58.98,14,6,2,0,0,1,6,2
1238,180,Ainceer,itoldyou,1061,1087,White,1061,White,True,16.5,72.57,89.49,61.09,66.02,6,3,2,0,2,0,4,1,64.7,73.24,66.36,52.81,3,4,0,1,3,1,4,2,72.57,89.49,61.09,66.02,6,3,2,0,2,0,4,1
1239,180,JamezBacacao,Ainceer,1105,1070,Black,1070,Black,True,26.0,72.36,83.67,71.86,60.19,9,6,2,2,0,2,5,2,80.29,69.68,89.55,81.82,12,7,1,0,1,1,4,0,80.29,69.68,89.55,81.82,12,7,1,0,1,1,5,0
1240,180,shashibhushannb,Ainceer,1088,1062,Black,1062,White,False,19.5,60.01,74.4,68.8,32.97,6,3,2,0,1,2,6,2,49.56,85.5,40.56,16.61,1,6,1,1,1,0,9,2,49.56,85.5,40.56,16.61,1,6,1,1,1,0,6,2
1241,180,arose20,Ainceer,1059,1070,Black,1070,Black,True,29.0,50.39,61.07,59.38,28.54,4,6,0,1,5,2,11,2,62.43,75.24,77.23,31.76,10,6,0,0,3,0,10,2,62.43,75.24,77.23,31.76,10,6,0,0,3,0,11,2
1242,180,Ainceer,RajeshSuryavamshi54,1062,1070,White,1062,Black,False,28.0,83.63,95.59,83.27,70.69,11,10,0,1,1,3,2,2,86.46,89.75,79.72,89.54,13,9,1,0,1,1,3,1,83.63,95.59,83.27,70.69,11,10,0,1,1,3,2,2
1243,180,Ainceer,Umberto555,1071,1102,White,1071,White,True,30.5,79.25,87.39,70.9,78.65,8,9,5,2,2,2,3,1,62.85,59.15,57.48,71.91,7,3,2,5,3,4,6,1,79.25,87.39,70.9,78.65,8,9,5,2,2,2,3,1
1244,180,PCarini,Ainceer,1061,1079,Black,1079,Black,True,54.0,62.08,60.52,63.26,62.46,16,8,5,2,3,3,17,0,59.15,66.83,49.01,61.62,15,5,2,7,4,5,16,1,59.15,66.83,49.01,61.62,15,5,2,7,4,5,17,1
1245,180,yenita1970,Ainceer,1081,1079,Black,1079,Draw,False,57.5,74.23,55.05,84.74,83.91,23,10,3,4,4,4,10,0,78.04,77.37,64.82,91.94,20,16,5,3,2,2,9,1,78.04,77.37,64.82,91.94,20,16,5,3,2,2,10,1
1246,180,Ainceer,Sultan_Aidarbaev,1086,1018,White,1086,White,True,37.5,63.96,89.34,57.77,43.18,10,6,4,4,1,1,12,2,63.75,72.02,60.68,57.87,13,6,2,0,2,4,10,2,63.96,89.34,57.77,43.18,10,6,4,4,1,1,12,2
1247,180,garrettdog,Ainceer,1073,1078,Black,1078,White,False,34.5,61.37,59.89,67.01,56.83,11,4,3,2,1,1,13,2,72.63,98.67,50.21,66.63,12,9,0,2,2,2,7,1,72.63,98.67,50.21,66.63,12,9,0,2,2,2,13,1
1248,600,Ainceer,Kisterino,1264,1252,White,1264,White,True,20.5,72.52,82.46,60.56,74.56,5,6,1,1,4,1,3,1,52.44,78.02,49.02,26.58,5,2,1,1,1,3,7,2,72.52,82.46,60.56,74.56,5,6,1,1,4,1,3,1
1249,600,Ainceer,PurpleLaserDragon,1273,1300,White,1273,White,True,19.5,78.83,95.52,85.6,51.44,5,5,4,1,2,1,2,2,51.9,89.32,31.19,28.95,2,5,0,2,2,0,8,2,78.83,95.52,85.6,51.44,5,5,4,1,2,1,2,2
1250,600,Ainceer,XuanI,1265,1296,White,1265,Black,False,14.0,61.93,88.56,62.17,28.34,2,2,2,1,2,1,4,2,79.59,79.91,79.31,79.56,2,6,1,0,3,1,1,1,61.93,88.56,62.17,28.34,2,2,2,1,2,1,4,2
1251,180,tutuke,Ainceer,1101,1070,Black,1070,White,False,7.5,84.47,99.83,92.08,50.0,3,3,1,0,0,0,1,2,73.45,100.0,59.0,48.08,3,2,0,0,0,0,2,2,73.45,100.0,59.0,48.08,3,2,0,0,0,0,1,2
1252,180,Board3Most,Ainceer,1061,1078,Black,1078,Black,True,65.0,63.7,67.4,56.47,67.38,16,15,2,2,7,5,18,1,68.2,67.27,68.07,69.29,23,10,3,2,8,4,15,0,68.2,67.27,68.07,69.29,23,10,3,2,8,4,18,0
1253,180,Crown_23,Ainceer,1330,1078,Black,1078,White,False,26.5,73.5,79.27,62.32,78.92,14,2,0,2,2,2,5,1,62.48,62.12,65.08,59.94,10,3,1,0,1,3,8,2,62.48,62.12,65.08,59.94,10,3,1,0,1,3,5,2
1254,180,Ainceer,Crown_23,1078,1330,White,1078,Black,False,24.0,73.77,87.08,74.03,60.19,10,5,0,3,0,1,5,2,73.25,84.19,47.35,88.23,8,7,1,2,0,0,6,1,73.77,87.08,74.03,60.19,10,5,0,3,0,1,5,2
1255,180,Crown_23,Ainceer,1330,1078,Black,1078,White,False,32.5,62.96,65.3,46.28,77.3,12,1,3,4,2,1,10,1,63.85,70.96,51.25,69.88,11,5,2,2,1,0,11,1,63.85,70.96,51.25,69.88,11,5,2,2,1,0,10,1
1256,300,Ainceer,Crown_23,1078,1330,White,1078,Draw,False,44.0,62.14,68.26,53.06,65.31,17,3,3,3,1,4,13,1,72.08,69.17,64.85,82.96,19,9,2,1,2,0,11,1,62.14,68.26,53.06,65.31,17,3,3,3,1,4,13,1
1257,300,Crown_23,Ainceer,1330,1078,Black,1078,Black,True,7.0,79.11,99.93,96.52,30.48,3,2,0,0,1,0,1,2,85.29,66.08,99.38,100.0,3,3,0,0,0,0,1,0,85.29,66.08,99.38,100.0,3,3,0,0,0,0,1,0
1258,300,Ainceer,Crown_23,1078,1330,White,1078,Black,False,55.0,79.76,80.44,86.25,72.54,20,14,6,3,1,5,6,2,78.98,82.9,76.73,77.07,25,14,1,2,3,1,9,1,79.76,80.44,86.25,72.54,20,14,6,3,1,5,6,2
1259,300,Crown_23,Ainceer,1330,1078,Black,1078,White,False,41.5,60.91,77.06,64.36,41.29,17,5,2,1,1,1,15,2,55.28,44.03,56.31,66.28,14,4,3,1,1,2,16,0,55.28,44.03,56.31,66.28,14,4,3,1,1,2,15,0
1260,300,Ainceer,Crown_23,1078,1330,White,1078,Black,False,16.0,68.13,78.72,81.42,42.15,5,4,2,0,0,0,5,2,77.54,92.15,73.82,63.73,6,5,0,1,1,0,3,2,68.13,78.72,81.42,42.15,5,4,2,0,0,0,5,2
1261,180,Ainceer,kkmsr,1085,1036,White,1085,White,True,43.5,65.47,73.48,62.1,60.5,14,11,2,2,0,1,14,2,66.07,61.13,67.31,70.11,13,8,3,0,3,7,9,0,65.47,73.48,62.1,60.5,14,11,2,2,0,1,14,2
1262,180,narimandaniyar,Ainceer,1050,1092,Black,1092,Black,True,58.0,61.43,52.96,70.87,60.9,19,8,3,3,4,1,20,0,58.43,54.56,58.64,62.29,15,6,4,5,6,3,19,0,58.43,54.56,58.64,62.29,15,6,4,5,6,3,20,0
1263,180,j_marce,Ainceer,1112,1101,Black,1101,Black,True,39.0,73.83,91.33,69.23,60.93,12,9,5,1,3,3,6,2,73.79,86.58,72.99,61.8,17,5,3,3,1,4,6,2,73.79,86.58,72.99,61.8,17,5,3,3,1,4,6,2
1264,60,DubhAgusBan,Ainceer,1151,1355,Black,1355,Black,True,33.0,66.57,89.88,69.26,40.57,6,9,3,2,3,3,7,2,61.85,73.3,68.37,43.88,8,9,1,1,2,1,11,2,61.85,73.3,68.37,43.88,8,9,1,1,2,1,7,2
1265,60,Ainceer,david54545445,1250,1398,White,1250,Black,False,40.0,65.82,87.55,54.94,53.3,11,9,3,1,3,2,11,2,58.46,94.16,36.81,41.66,9,10,2,2,0,1,16,1,65.82,87.55,54.94,53.3,11,9,3,1,3,2,11,2
1266,60,JinchurikiOfChess,Ainceer,1261,1158,Black,1158,White,False,19.5,73.86,88.81,82.12,46.79,4,6,1,3,3,0,3,2,63.85,78.76,76.97,33.33,7,2,1,0,3,1,5,2,63.85,78.76,76.97,33.33,7,2,1,0,3,1,3,2
1267,60,Ainceer,bobofisher4,1218,1007,White,1218,White,True,18.5,80.27,97.51,65.93,74.5,6,8,1,0,1,0,3,1,81.95,93.73,81.79,70.32,6,7,1,0,1,1,2,2,80.27,97.51,65.93,74.5,6,8,1,0,1,0,3,1
1268,60,Ainceer,gazmir11,1164,1292,White,1164,Black,False,2.0,49.1,98.21,0.0,0,0,1,0,0,0,0,1,2,56.16,12.33,100.0,0,1,0,0,0,0,0,1,2,49.1,98.21,0.0,0,0,1,0,0,0,0,1,2
1269,60,ASneezyPuffy,Ainceer,1149,1219,Black,1219,Black,True,23.0,64.66,84.92,62.19,44.33,8,5,2,0,0,0,8,2,69.59,99.19,26.75,84.71,7,8,0,0,1,1,6,1,69.59,99.19,26.75,84.71,7,8,0,0,1,1,8,1
1270,60,williamcruickshank,Ainceer,1207,1217,Black,1217,Draw,False,57.0,87.64,86.16,83.89,92.86,27,17,2,3,3,1,4,1,81.7,81.5,83.0,80.61,26,12,4,2,4,4,5,2,81.7,81.5,83.0,80.61,26,12,4,2,4,4,4,2
1271,60,Ainceer,iyanni,1177,1246,White,1177,Black,False,9.0,71.29,94.48,74.64,44.74,2,2,1,0,2,1,1,2,66.66,66.24,67.73,66.02,1,4,0,0,1,1,2,2,71.29,94.48,74.64,44.74,2,2,1,0,2,1,1,2
1272,60,Ainceer,AusWasTaken,1178,1182,White,1178,Draw,False,62.5,76.77,73.19,78.72,78.39,30,11,2,4,3,1,12,0,62.45,64.28,49.96,73.65,19,10,1,2,8,3,19,1,76.77,73.19,78.72,78.39,30,11,2,4,3,1,12,0
1273,60,Ainceer,tarifabing,1148,1227,White,1148,Black,False,7.0,49.85,61.94,55.13,26.43,0,2,1,0,1,0,3,2,71.99,86.96,49.62,71.88,2,2,0,0,1,1,1,1,49.85,61.94,55.13,26.43,0,2,1,0,1,0,3,2
1274,60,jbmello,Ainceer,1157,1117,Black,1117,White,False,28.5,50.68,46.33,50.63,55.56,8,2,1,2,2,1,13,0,54.6,63.11,48.09,51.66,6,3,5,0,1,3,10,1,54.6,63.11,48.09,51.66,6,3,5,0,1,3,13,1
1275,60,saurabhborg,Ainceer,1169,1092,Black,1092,White,False,9.5,75.75,91.52,82.75,47.71,3,2,2,0,0,2,1,2,55.11,71.66,52.77,40.9,2,2,0,0,1,0,4,2,55.11,71.66,52.77,40.9,2,2,0,0,1,0,1,2
1276,60,Ainceer,Della_Robbia7,1067,1122,White,1067,Black,False,22.0,63.5,85.98,47.46,53.84,4,4,2,4,2,0,6,1,76.47,78.92,72.4,77.74,7,7,0,1,3,1,3,1,63.5,85.98,47.46,53.84,4,4,2,4,2,0,6,1
1277,60,sarthak_sj,Ainceer,1074,1042,Black,1042,White,False,24.5,74.21,90.84,54.72,75.0,12,5,1,0,0,2,5,1,60.07,62.62,67.3,50.28,10,2,0,0,1,3,8,2,60.07,62.62,67.3,50.28,10,2,0,0,1,3,5,2
1278,60,Ainceer,Monami22,1063,1004,White,1063,White,True,18.5,60.42,73.68,41.34,64.04,6,2,1,1,1,3,5,1,49.85,87.44,18.59,43.53,1,5,1,1,1,1,8,1,60.42,73.68,41.34,64.04,6,2,1,1,1,3,5,1
1279,60,loku3,Ainceer,1076,1086,Black,1086,Black,True,46.0,72.72,79.45,46.21,92.05,10,20,2,1,1,1,11,1,80.94,90.75,66.99,84.43,19,15,2,1,1,0,8,1,80.94,90.75,66.99,84.43,19,15,2,1,1,0,11,1
1280,180,Ainceer,RamyMokbel1,1093,1125,White,1093,Black,False,37.0,55.74,59.39,71.97,35.53,13,4,1,3,0,0,16,2,52.87,62.69,34.35,60.76,14,3,0,0,2,2,16,1,55.74,59.39,71.97,35.53,13,4,1,3,0,0,16,2
1281,180,kakardz,Ainceer,1148,1102,Black,1102,Black,True,24.0,75.04,86.55,75.6,62.97,11,4,1,1,1,2,4,2,66.06,92.54,47.9,57.74,8,4,2,0,1,3,6,1,66.06,92.54,47.9,57.74,8,4,2,0,1,3,4,1
1282,180,Ainceer,Manicaland,1109,1053,White,1109,White,True,14.5,89.95,98.44,94.85,76.55,5,7,1,1,0,0,1,2,77.35,90.42,66.16,75.0,4,3,2,2,0,2,1,1,89.95,98.44,94.85,76.55,5,7,1,1,0,0,1,2
1283,180,Ainceer,Dalves92,1116,1064,White,1116,White,True,5.5,87.22,98.95,82.23,80.48,1,2,1,1,1,0,0,2,72.48,99.02,82.17,0.0,1,2,0,0,1,0,1,2,87.22,98.95,82.23,80.48,1,2,1,1,1,0,0,2
1284,180,BispoMan,Ainceer,1131,1108,Black,1108,White,False,26.5,81.11,79.28,71.34,92.71,13,4,3,1,3,0,3,1,49.58,71.69,54.35,19.35,7,4,0,0,2,0,13,2,49.58,71.69,54.35,19.35,7,4,0,0,2,0,3,2
1285,180,Ainceer,pablohdez,1100,1109,White,1100,Black,False,28.0,73.49,95.8,72.88,49.31,8,10,1,1,1,0,7,2,64.31,72.04,50.0,70.03,9,6,1,0,2,2,8,1,73.49,95.8,72.88,49.31,8,10,1,1,1,0,7,2
1286,180,JO3R05,Ainceer,1094,1108,Black,1108,Black,True,32.0,52.6,85.08,32.51,38.97,8,7,0,0,2,2,13,1,50.59,74.26,25.02,52.69,10,2,1,0,3,2,14,1,50.59,74.26,25.02,52.69,10,2,1,0,3,2,13,1
1287,180,Ainceer,dzmytro,1116,1112,White,1116,White,True,16.5,64.04,96.39,51.47,40.32,5,6,0,0,0,0,6,2,43.88,92.03,27.69,2.28,3,2,1,1,0,0,9,2,64.04,96.39,51.47,40.32,5,6,0,0,0,0,6,2
1288,180,TylerDurden171,Ainceer,1067,1123,Black,1123,Black,True,23.0,67.75,91.85,52.41,57.75,8,5,2,0,1,0,7,1,75.69,86.48,76.05,62.95,11,4,0,1,3,0,4,2,75.69,86.48,76.05,62.95,11,4,0,1,3,0,7,2
